Type,Server,Category,Name,Description,Status,Path,Created,LastUpdated
Schema,papertrail,Mcp,type-defs-schema.json,JSON Schema definitions for all 71 TypedDicts in type_defs.py - the canonical type system for coderef-workflow MCP server,active,C:\Users\willh\.mcp-servers\papertrail\schemas\mcp\type-defs-schema.json,2026-01-04T19:01:16-05:00,2026-01-04T19:01:16-05:00
Schema,papertrail,Planning,constants-schema.json,"JSON Schema definitions for centralized constants - paths, files, enums, and validation rules",active,C:\Users\willh\.mcp-servers\papertrail\schemas\planning\constants-schema.json,2026-01-04T19:01:16-05:00,2026-01-04T19:01:16-05:00
Schema,papertrail,Planning,plan-validator-schema.json,Type definitions and validation contracts for PlanValidator class,active,C:\Users\willh\.mcp-servers\papertrail\schemas\planning\plan-validator-schema.json,2026-01-04T19:01:16-05:00,2026-01-04T19:01:16-05:00
Schema,papertrail,Planning,planning-analyzer-schema.json,Type definitions and validation contracts for PlanningAnalyzer class,active,C:\Users\willh\.mcp-servers\papertrail\schemas\planning\planning-analyzer-schema.json,2026-01-04T19:01:16-05:00,2026-01-04T19:01:16-05:00
Schema,papertrail,Planning,planning-generator-schema.json,Type definitions and validation contracts for PlanningGenerator class,active,C:\Users\willh\.mcp-servers\papertrail\schemas\planning\planning-generator-schema.json,2026-01-04T19:01:16-05:00,2026-01-04T19:01:16-05:00
Schema,papertrail,Schemas,stub-schema.json,Canonical schema for stub.json files across orchestrator and dashboard,active,C:\Users\willh\.mcp-servers\papertrail\schemas\stub-schema.json,2026-01-13T00:05:22-05:00,2026-01-13T01:35:42-05:00
Schema,papertrail,Security,validation-schema.json,JSON Schema definitions for validation functions - security boundary for all tool inputs,active,C:\Users\willh\.mcp-servers\papertrail\schemas\security\validation-schema.json,2026-01-04T19:01:16-05:00,2026-01-04T19:01:16-05:00
Schema,papertrail,Sessions,agent-communication-schema.json,Agent-specific task tracking within a session subdirectory. Used in hierarchical multi-agent sessions where each agent has their own workspace.,active,C:\Users\willh\.mcp-servers\papertrail\schemas\sessions\agent-communication-schema.json,2026-01-15T13:10:30-05:00,2026-01-15T13:31:48-05:00
Schema,papertrail,Sessions,agent-instructions-schema.json,"Detailed execution steps for agent within session subdirectory. Provides step-by-step guidance, task specifications, and context templates for autonomous agent execution.",active,C:\Users\willh\.mcp-servers\papertrail\schemas\sessions\agent-instructions-schema.json,2026-01-15T13:15:49-05:00,2026-01-15T13:31:48-05:00
Schema,papertrail,Sessions,communication-schema.json,"Agent roster and status tracking for multi-agent sessions in the CodeRef ecosystem. Supports 1-N agents (flexible agent count, not fixed roster). Optional phase tracking for multi-phase sessions.",active,C:\Users\willh\.mcp-servers\papertrail\schemas\sessions\communication-schema.json,2026-01-10T04:35:21-05:00,2026-01-15T13:46:58-05:00
Schema,papertrail,Workflow,analysis-json-schema.json,Schema for project analysis files generated by coderef-workflow analyze_project_for_planning. Contains structured analysis data for planning decisions.,active,C:\Users\willh\.mcp-servers\papertrail\schemas\workflow\analysis-json-schema.json,2026-01-10T15:06:39-05:00,2026-01-10T15:06:39-05:00
Schema,papertrail,Workflow,execution-log-json-schema.json,Schema for task execution logs generated by coderef-workflow. Tracks task progress for plan.json tasks with workorder traceability.,active,C:\Users\willh\.mcp-servers\papertrail\schemas\workflow\execution-log-json-schema.json,2026-01-10T14:58:28-05:00,2026-01-10T14:58:28-05:00
Script,Orchestrator,Generators,create-coderef-structure.py,!/usr/bin/env python3,active,C:\Users\willh\Desktop\assistant\scripts\create-coderef-structure.py,2026-01-03T06:47:27-05:00,2026-01-03T06:47:27-05:00
Script,Orchestrator,Utilities,remove-emojis.py,!/usr/bin/env python3,active,C:\Users\willh\Desktop\assistant\scripts\remove-emojis.py,2026-01-03T06:47:27-05:00,2026-01-03T06:47:27-05:00
Script,System,Exporters,diagram-generator.py,!/usr/bin/env python3,active,C:\Users\willh\Desktop\projects\coderef-system\scripts\diagram-generator.py,2025-12-31T15:28:01.479418,2025-12-31T15:28:01.479418
Script,System,Generators,generate-coderef-directories.py,!/usr/bin/env python3,active,C:\Users\willh\Desktop\projects\coderef-system\scripts\generate-coderef-directories.py,2026-01-04T17:34:20.598974,2026-01-04T17:34:20.598974
Script,System,Scanners,extract-context.py,!/usr/bin/env python3,active,C:\Users\willh\Desktop\projects\coderef-system\scripts\extract-context.py,2025-12-31T01:18:27-05:00,2025-12-31T01:18:27-05:00
Script,System,Scanners,parse_coderef_data.py,!/usr/bin/env python3,active,C:\Users\willh\Desktop\projects\coderef-system\scripts\parse_coderef_data.py,2025-12-31T13:04:02.067811,2025-12-31T13:04:02.067811
Script,System,Scanners,parse_coderef_data.py,!/usr/bin/env python3,active,C:\Users\willh\Desktop\projects\coderef-system\packages\parse_coderef_data.py,2026-01-03T15:41:07-05:00,2026-01-03T15:41:07-05:00
Script,System,Scanners,scan-all-fixed.py,!/usr/bin/env python3,active,C:\Users\willh\Desktop\projects\coderef-system\scripts\scan-all-fixed.py,2025-12-31T04:38:38.140720,2025-12-31T04:38:38.154360
Script,System,Scanners,scan-all.py,!/usr/bin/env python3,active,C:\Users\willh\Desktop\projects\coderef-system\scripts\scan-all.py,2025-12-31T03:45:59-05:00,2025-12-31T05:33:45-05:00
Script,System,Scanners,scan-emojis.py,!/usr/bin/env python3,active,C:\Users\willh\Desktop\projects\coderef-system\scripts\scan-emojis.py,2025-12-31T05:17:22.127834,2025-12-31T05:17:22.127834
Script,System,Scanners,test_scan_all.py,!/usr/bin/env python3,active,C:\Users\willh\Desktop\projects\coderef-system\scripts\test_scan_all.py,2025-12-31T06:18:28-05:00,2025-12-31T06:18:28-05:00
Script,System,Utilities,build-exe.py,!/usr/bin/env python3,active,C:\Users\willh\Desktop\projects\coderef-system\scripts\build-exe.py,2025-12-31T04:09:04-05:00,2025-12-31T07:17:04-05:00
Script,System,Utilities,coderef_foundation_generator.py,!/usr/bin/env python3,active,C:\Users\willh\Desktop\projects\coderef-system\scripts\coderef_foundation_generator.py,2025-12-31T14:33:12.060100,2025-12-31T14:33:12.060100
Script,System,Utilities,enhance-standards.py,!/usr/bin/env python3,active,C:\Users\willh\Desktop\projects\coderef-system\scripts\enhance-standards.py,2025-12-31T13:50:07-05:00,2025-12-31T13:50:07-05:00
Script,System,Utilities,populate-coderef.py,!/usr/bin/env python3,active,C:\Users\willh\Desktop\projects\coderef-system\scripts\populate-coderef.py,2025-12-31T06:56:00-05:00,2026-01-13T02:07:07-05:00
Script,System,Utilities,test_enhance_standards.py,!/usr/bin/env python3,active,C:\Users\willh\Desktop\projects\coderef-system\scripts\test_enhance_standards.py,2025-12-31T14:02:39.057855,2025-12-31T14:02:39.057855
Script,System,Validators,validate-docs.py,!/usr/bin/env python3,active,C:\Users\willh\Desktop\projects\coderef-system\scripts\validate-docs.py,2025-12-31T15:16:47.668424,2025-12-31T15:16:47.668424
Script,Workflow,Utilities,audit_generator.py,Python script: audit_generator,active,C:\Users\willh\.mcp-servers\coderef-workflow\generators\audit_generator.py,2025-12-23T15:19:50-05:00,2026-01-11T13:01:41-05:00
Script,Workflow,Utilities,base_generator.py,Base generator with shared logic for all documentation generators.,active,C:\Users\willh\.mcp-servers\coderef-workflow\generators\base_generator.py,2025-12-23T15:19:50-05:00,2025-12-23T15:19:50-05:00
Script,Workflow,Utilities,changelog_generator.py,Changelog generator for managing CHANGELOG.json entries.,active,C:\Users\willh\.mcp-servers\coderef-workflow\generators\changelog_generator.py,2025-12-23T15:19:50-05:00,2026-01-11T13:01:41-05:00
Script,Workflow,Utilities,features_inventory_generator.py,Features inventory generator for scanning and cataloging project features.,active,C:\Users\willh\.mcp-servers\coderef-workflow\generators\features_inventory_generator.py,2025-12-23T15:19:50-05:00,2025-12-26T22:56:03-05:00
Script,Workflow,Utilities,foundation_generator.py,Foundation documentation generator for 5-doc workflow.,active,C:\Users\willh\.mcp-servers\coderef-workflow\generators\foundation_generator.py,2025-12-23T15:19:50-05:00,2025-12-23T15:19:50-05:00
Script,Workflow,Utilities,handoff_generator.py,Handoff context generator for automated agent handoffs.,active,C:\Users\willh\.mcp-servers\coderef-workflow\generators\handoff_generator.py,2025-12-23T15:19:50-05:00,2026-01-11T13:01:41-05:00
Script,Workflow,Utilities,mermaid_formatter.py,Python script: mermaid_formatter,active,C:\Users\willh\.mcp-servers\coderef-workflow\generators\mermaid_formatter.py,2025-12-23T15:19:50-05:00,2025-12-23T15:19:50-05:00
Script,Workflow,Utilities,plan_validator.py,Python script: plan_validator,active,C:\Users\willh\.mcp-servers\coderef-workflow\generators\plan_validator.py,2025-12-23T15:19:50-05:00,2026-01-10T04:11:48-05:00
Script,Workflow,Utilities,planning_analyzer.py,Python script: planning_analyzer,active,C:\Users\willh\.mcp-servers\coderef-workflow\generators\planning_analyzer.py,2025-12-23T15:19:50-05:00,2026-01-16T18:38:19-05:00
Script,Workflow,Utilities,planning_generator.py,Planning generator for creating implementation plans.,active,C:\Users\willh\.mcp-servers\coderef-workflow\generators\planning_generator.py,2025-12-23T15:19:50-05:00,2026-01-16T19:18:07-05:00
Script,Workflow,Utilities,quickref_generator.py,Generator for universal quickref guides for any application type.,active,C:\Users\willh\.mcp-servers\coderef-workflow\generators\quickref_generator.py,2025-12-23T15:19:50-05:00,2026-01-11T13:01:41-05:00
Script,Workflow,Utilities,review_formatter.py,Python script: review_formatter,active,C:\Users\willh\.mcp-servers\coderef-workflow\generators\review_formatter.py,2025-12-23T15:19:50-05:00,2025-12-23T15:19:50-05:00
Script,Workflow,Utilities,risk_generator.py,Python script: risk_generator,active,C:\Users\willh\.mcp-servers\coderef-workflow\generators\risk_generator.py,2025-12-23T15:19:50-05:00,2026-01-11T13:01:41-05:00
Script,Workflow,Utilities,standards_generator.py,Python script: standards_generator,active,C:\Users\willh\.mcp-servers\coderef-workflow\generators\standards_generator.py,2025-12-23T15:19:50-05:00,2026-01-11T13:01:41-05:00
Script,Workflow,Validators,consistency_checker.py,Python script: consistency_checker,active,C:\Users\willh\.mcp-servers\coderef-workflow\generators\consistency_checker.py,2025-12-23T15:19:50-05:00,2025-12-23T15:19:50-05:00
Script,coderef-docs,Utilities,audit_generator.py,Python script: audit_generator,active,C:\Users\willh\.mcp-servers\coderef-docs\generators\audit_generator.py,2025-12-23T23:51:57-05:00,2025-12-23T23:51:57-05:00
Script,coderef-docs,Utilities,base_generator.py,Base generator with shared logic for all documentation generators.,active,C:\Users\willh\.mcp-servers\coderef-docs\generators\base_generator.py,2025-12-23T23:51:57-05:00,2025-12-28T02:58:31-05:00
Script,coderef-docs,Utilities,changelog_generator.py,Changelog generator for managing CHANGELOG.json entries.,active,C:\Users\willh\.mcp-servers\coderef-docs\generators\changelog_generator.py,2025-12-23T23:51:57-05:00,2025-12-23T23:51:57-05:00
Script,coderef-docs,Utilities,coderef_foundation_generator.py,Python script: coderef_foundation_generator,active,C:\Users\willh\.mcp-servers\coderef-docs\generators\coderef_foundation_generator.py,2025-12-23T23:51:57-05:00,2026-01-10T02:55:17-05:00
Script,coderef-docs,Utilities,detection_module.py,Python script: detection_module,active,C:\Users\willh\.mcp-servers\coderef-docs\generators\detection_module.py,2026-01-10T04:35:21-05:00,2026-01-10T04:35:21-05:00
Script,coderef-docs,Utilities,features_inventory_generator.py,Features inventory generator for scanning and cataloging project features.,active,C:\Users\willh\.mcp-servers\coderef-docs\generators\features_inventory_generator.py,2025-12-23T23:51:57-05:00,2025-12-23T23:51:57-05:00
Script,coderef-docs,Utilities,foundation_generator.py,Foundation documentation generator for 5-doc workflow.,active,C:\Users\willh\.mcp-servers\coderef-docs\generators\foundation_generator.py,2025-12-23T23:51:57-05:00,2026-01-10T04:39:14-05:00
Script,coderef-docs,Utilities,handoff_generator.py,Handoff context generator for automated agent handoffs.,active,C:\Users\willh\.mcp-servers\coderef-docs\generators\handoff_generator.py,2025-12-23T23:51:57-05:00,2025-12-28T20:24:10-05:00
Script,coderef-docs,Utilities,mcp_orchestrator.py,Python script: mcp_orchestrator,active,C:\Users\willh\.mcp-servers\coderef-docs\generators\mcp_orchestrator.py,2026-01-13T01:35:42-05:00,2026-01-13T01:35:42-05:00
Script,coderef-docs,Utilities,mermaid_formatter.py,Python script: mermaid_formatter,active,C:\Users\willh\.mcp-servers\coderef-docs\generators\mermaid_formatter.py,2025-12-23T23:51:57-05:00,2025-12-23T23:51:57-05:00
Script,coderef-docs,Utilities,plan_validator.py,Python script: plan_validator,active,C:\Users\willh\.mcp-servers\coderef-docs\generators\plan_validator.py,2025-12-23T23:51:57-05:00,2025-12-23T23:51:57-05:00
Script,coderef-docs,Utilities,planning_analyzer.py,Python script: planning_analyzer,active,C:\Users\willh\.mcp-servers\coderef-docs\generators\planning_analyzer.py,2025-12-23T23:51:57-05:00,2025-12-23T23:51:57-05:00
Script,coderef-docs,Utilities,planning_generator.py,Planning generator for creating implementation plans.,active,C:\Users\willh\.mcp-servers\coderef-docs\generators\planning_generator.py,2025-12-23T23:51:57-05:00,2025-12-28T20:24:10-05:00
Script,coderef-docs,Utilities,quickref_generator.py,Generator for universal quickref guides for any application type.,active,C:\Users\willh\.mcp-servers\coderef-docs\generators\quickref_generator.py,2025-12-23T23:51:57-05:00,2026-01-13T01:35:42-05:00
Script,coderef-docs,Utilities,resource_sheet_generator.py,Python script: resource_sheet_generator,active,C:\Users\willh\.mcp-servers\coderef-docs\generators\resource_sheet_generator.py,2026-01-02T05:09:15-05:00,2026-01-16T18:58:09-05:00
Script,coderef-docs,Utilities,review_formatter.py,Python script: review_formatter,active,C:\Users\willh\.mcp-servers\coderef-docs\generators\review_formatter.py,2025-12-23T23:51:57-05:00,2025-12-23T23:51:57-05:00
Script,coderef-docs,Utilities,risk_generator.py,Python script: risk_generator,active,C:\Users\willh\.mcp-servers\coderef-docs\generators\risk_generator.py,2025-12-23T23:51:57-05:00,2025-12-23T23:51:57-05:00
Script,coderef-docs,Utilities,standards_generator.py,Python script: standards_generator,active,C:\Users\willh\.mcp-servers\coderef-docs\generators\standards_generator.py,2025-12-23T23:51:57-05:00,2026-01-13T02:10:41-05:00
Script,coderef-docs,Utilities,user_guide_generator.py,"User documentation generator for my-guide, user-guide, and features docs.",active,C:\Users\willh\.mcp-servers\coderef-docs\generators\user_guide_generator.py,2026-01-13T01:35:42-05:00,2026-01-13T02:10:41-05:00
Script,coderef-docs,Utilities,validation_pipeline.py,Python script: validation_pipeline,active,C:\Users\willh\.mcp-servers\coderef-docs\generators\validation_pipeline.py,2026-01-10T04:35:21-05:00,2026-01-10T04:35:21-05:00
Script,coderef-docs,Validators,consistency_checker.py,Python script: consistency_checker,active,C:\Users\willh\.mcp-servers\coderef-docs\generators\consistency_checker.py,2025-12-23T23:51:57-05:00,2025-12-23T23:51:57-05:00
Script,papertrail,Utilities,remove-emojis.py,!/usr/bin/env python3,active,C:\Users\willh\.mcp-servers\papertrail\scripts\remove-emojis.py,2026-01-04T22:57:12-05:00,2026-01-04T22:57:12-05:00
Tab,coderef-dashboard,UI Navigation,Commands,Slash commands reference,active,C:\Users\willh\Desktop\coderef-dashboard\packages\dashboard\src\app\resources\page.tsx,2026-01-04T00:31:22-05:00,2026-01-04T00:31:22-05:00
Tab,coderef-dashboard,UI Navigation,Output,Output formats and file structure,active,C:\Users\willh\Desktop\coderef-dashboard\packages\dashboard\src\app\resources\page.tsx,2026-01-04T00:31:22-05:00,2026-01-04T00:31:22-05:00
Tab,coderef-dashboard,UI Navigation,Scripts,Utility scripts and automation,active,C:\Users\willh\Desktop\coderef-dashboard\packages\dashboard\src\app\resources\page.tsx,2026-01-04T00:31:22-05:00,2026-01-04T00:31:22-05:00
Tab,coderef-dashboard,UI Navigation,Setup,Installation and configuration,active,C:\Users\willh\Desktop\coderef-dashboard\packages\dashboard\src\app\resources\page.tsx,2026-01-04T00:31:22-05:00,2026-01-04T00:31:22-05:00
Tab,coderef-dashboard,UI Navigation,Tools,MCP tools reference,active,C:\Users\willh\Desktop\coderef-dashboard\packages\dashboard\src\app\resources\page.tsx,2026-01-04T00:31:22-05:00,2026-01-04T00:31:22-05:00
Tab,coderef-dashboard,UI Navigation,Workflows,Multi-step workflows,active,C:\Users\willh\Desktop\coderef-dashboard\packages\dashboard\src\app\resources\page.tsx,2026-01-04T00:31:22-05:00,2026-01-04T00:31:22-05:00
Validator,papertrail,Core,BaseUDSValidator,Base class for all UDS validators,active,C:\Users\willh\.mcp-servers\papertrail\papertrail\validators\base.py,2026-01-10T02:45:59-05:00,2026-01-13T01:35:42-05:00
Validator,papertrail,Core,GeneralMarkdownValidator,Validator for general markdown documents.,active,C:\Users\willh\.mcp-servers\papertrail\papertrail\validators\general.py,2026-01-10T02:45:59-05:00,2026-01-10T05:26:01-05:00
Validator,papertrail,Core,StubValidator,Validator for stub.json files.,active,C:\Users\willh\.mcp-servers\papertrail\papertrail\validators\stub.py,2026-01-13T00:05:22-05:00,2026-01-13T00:05:22-05:00
Validator,papertrail,Documentation,FoundationDocValidator,Validates foundation documentation generated by coderef-docs,active,C:\Users\willh\.mcp-servers\papertrail\papertrail\validators\foundation.py,2026-01-10T02:45:59-05:00,2026-01-13T01:35:42-05:00
Validator,papertrail,Documentation,QuickrefValidator,Validates quickref/quickstart documents,active,C:\Users\willh\.mcp-servers\papertrail\papertrail\validators\user_facing.py,2026-01-10T02:45:59-05:00,2026-01-13T01:35:42-05:00
Validator,papertrail,Documentation,ResourceSheetValidator,Validator for resource sheet documentation files.,active,C:\Users\willh\.mcp-servers\papertrail\papertrail\validators\resource_sheet.py,2026-01-11T16:21:43-05:00,2026-01-13T00:05:22-05:00
Validator,papertrail,Documentation,StandardsDocValidator,Validator for standards documentation files.,active,C:\Users\willh\.mcp-servers\papertrail\papertrail\validators\standards.py,2026-01-10T02:45:59-05:00,2026-01-13T01:35:42-05:00
Validator,papertrail,Documentation,UserFacingDocValidator,Validator for user-facing documentation files.,active,C:\Users\willh\.mcp-servers\papertrail\papertrail\validators\user_facing.py,2026-01-10T02:45:59-05:00,2026-01-13T01:35:42-05:00
Validator,papertrail,Documentation,UserGuideValidator,Validates user guide documents (doc_type: guide),active,C:\Users\willh\.mcp-servers\papertrail\papertrail\validators\user_facing.py,2026-01-10T02:45:59-05:00,2026-01-13T01:35:42-05:00
Validator,papertrail,Session,InfrastructureDocValidator,Validator for infrastructure documentation files.,active,C:\Users\willh\.mcp-servers\papertrail\papertrail\validators\infrastructure.py,2026-01-10T02:45:59-05:00,2026-01-10T05:13:58-05:00
Validator,papertrail,Session,MigrationDocValidator,Validator for migration documentation files.,active,C:\Users\willh\.mcp-servers\papertrail\papertrail\validators\migration.py,2026-01-10T02:45:59-05:00,2026-01-10T05:13:58-05:00
Validator,papertrail,Session,SessionDocValidator,Validator for session documentation files.,active,C:\Users\willh\.mcp-servers\papertrail\papertrail\validators\session.py,2026-01-10T02:45:59-05:00,2026-01-10T05:13:58-05:00
Validator,papertrail,Session,SystemDocValidator,Validator for system documentation files.,active,C:\Users\willh\.mcp-servers\papertrail\papertrail\validators\system.py,2026-01-10T02:45:59-05:00,2026-01-10T04:55:19-05:00
Validator,papertrail,Workflow,AnalysisValidator,Validator for project analysis JSON files,active,C:\Users\willh\.mcp-servers\papertrail\papertrail\validators\analysis.py,2026-01-10T15:09:01-05:00,2026-01-10T15:09:01-05:00
Validator,papertrail,Workflow,ExecutionLogValidator,Validator for execution log JSON files,active,C:\Users\willh\.mcp-servers\papertrail\papertrail\validators\execution_log.py,2026-01-10T15:02:19-05:00,2026-01-10T15:02:19-05:00
Validator,papertrail,Workflow,PlanValidator,Validates implementation plans against schema and quality checklist.,active,C:\Users\willh\.mcp-servers\papertrail\papertrail\validators\plan.py,2026-01-10T04:46:59-05:00,2026-01-10T04:46:59-05:00
Validator,papertrail,Workflow,WorkorderDocValidator,Validates workorder documentation generated by coderef-workflow,active,C:\Users\willh\.mcp-servers\papertrail\papertrail\validators\workorder.py,2026-01-10T02:45:59-05:00,2026-01-10T03:54:52-05:00
Workflow,Multi-Component,Feature Implementation,Complete Feature Implementation,End-to-end workflow from planning to completion (3 phases: Plan Execute Complete),active,/create-workorder → /execute-plan → /complete-workorder,,
Workflow,System,Release,Git Release Workflow,Tag version update changelog create release (3 phases: Prepare Tag Publish),active,git tag → /add-changelog-entry → gh release create,,
Workflow,coderef-docs,Documentation,Documentation Update,Update foundation docs when code changes (3 phases: Scan Generate Validate),active,/scan-codebase → /generate-foundation-docs → /validate-document,,
Workflow,coderef-workflow,Coordination,Multi-Agent Session,Create and manage multi-agent session (4 steps: Structure Agents Execute Track),active,/create-session → agent execution → /track-plan-execution,,
